"Tenure","Gender","EducationLevel","LoanStatus","NetPromoterScore","TransactionFrequency","Surname","Age","Geography","ComplaintsCount","HasCrCard","EstimatedSalary","IsActiveMember","AvgTransactionAmount","CustomerSegment","MaritalStatus","DigitalEngagementScore","ID","CreditScore","SavingsAccountFlag","Balance","NumOfProducts","Exited"
4,"Female","University","No loan",8,27,"Sparks",33,"France","0","0",58601.61,"0",43.1602310607024,"Mass Market","Married",42,4583,710,"1",116085.06,"1","0"
4,"Female","High School","No loan",8,19,NA,48,"Germany","0","0",36091.91,"0",78.5128292930162,"Mass Market","Married",68,NA,528,"1",132403.56,"2","1"
7,"Male","Postgraduate","Active loan",1,30,NA,44,"Germany","1","1",26578.69,"1",108.771622706436,"High Net Worth","Divorced",51,NA,554,"0",85304.27,"1","0"
2,"Female","High School","No loan",9,25,"Yin",48,"France","0","1",13107.24,"1",92.3247020342736,"Mass Market","Married",61,NA,554,"1",0,"2","0"
3,"Male","University","No loan",10,33,NA,42,"France","0","1",49405.93,"1",97.7058996221864,"Mass Market","Married",75,NA,677,"1",99580.13,"1","0"
9,"Female","University","No loan",10,23,"Sal",41,"France","0","1",32275.09,"1",52.1034690459779,"Mass Market","Married",63,1863,576,"1",0,"2","0"
2,"Male","University","No loan",10,21,"Morrison",33,"France","0","1",71333.44,"0",122.431951375691,"Mass Market","Married",56,2682,750,"1",152302.72,"1","0"
3,"Female","University","No loan",0,27,"Okeke",46,"France","0","1",16281.68,"1",53.2529457380706,"Mass Market","Married",58,NA,771,"1",105229.72,"1","1"
8,"Male","High School","Active loan",0,26,"Moretti",20,"Germany","0","0",82774.07,"0",158.733969215642,"Affluent","Single",68,6296,737,"0",96353.8,"1","0"
5,"Female","University","No loan",8,34,"Jones",28,"Germany","0","1",129890.94,"0",35.6023151896363,"Mass Market","Married",52,3731,550,"1",0,"2","0"
3,"Male","High School","Active loan",0,30,NA,33,"Spain","0","1",104648.58,"1",71.5309298732323,"Affluent","Single",50,3096,691,"0",103000.94,"1","0"
7,"Female","University","No loan",10,36,"McKenzie",31,"France","0","1",48778.46,"0",198.385552198781,"Mass Market","Married",54,NA,711,"1",0,"2","0"
5,"Female","High School","Active loan",6,32,"Tu",34,"France","0","1",32275.09,"1",87.5588470805455,"Affluent","Single",75,3033,732,"0",122338.43,"2","0"
2,"Male","University","No loan",0,38,"Mazzanti",77,"Spain","0","1",26578.69,"1",74.8732964506557,"Mass Market","Married",69,2562,667,"1",102016.38,"1","0"
4,"Male","High School","Active loan",6,27,"Ifeatu",31,"France","0","1",47832.82,"1",62.1447056394705,"Affluent","Single",29,NA,540,"0",98899.91,"1","0"
1,"Male","University","No loan",8,24,NA,36,"France","0","1",192387.51,"1",61.4492474989875,"Mass Market","Married",56,6261,606,"1",155655.46,"1","1"
6,"Female","University","No loan",8,32,NA,43,"France","0","0",37092.43,"0",30.8332698831471,"Mass Market","Married",61,NA,801,"1",0,"1","0"
6,"Female","High School","No loan",8,31,"Findlay",35,"France","0","1",143463.28,"1",106.321102824125,"Mass Market","Married",70,NA,608,"1",0,"2","0"
8,"Male","University","No loan",0,30,"Pinto",40,"France","0","1",95140.62,"1",203.490973510246,"Mass Market","Married",56,5827,567,"1",28649.64,"1","0"
1,"Male","Other","Default risk",0,33,NA,30,"Germany","3","1",82774.07,"0",64.2747270970571,"High Net Worth","Widowed",59,NA,723,"0",0,"3","1"
1,"Male","University","No loan",8,23,"Lucchesi",27,"France","0","1",49405.93,"1",90.4891739026868,"Mass Market","Married",50,5789,613,"1",77805.66,"1","0"
2,"Female","University","No loan",9,28,NA,46,"Germany","0","1",36980.54,"0",78.1820893703278,"Mass Market","Married",59,1881,850,"1",94078.97,"2","0"
4,"Female","University","No loan",8,30,"Yuan",26,"France","0","0",32275.09,"1",97.8168864240163,"Mass Market","Married",76,233,677,"1",0,"2","0"
6,"Female","High School","No loan",9,29,NA,23,"France","0","1",49405.93,"0",100.7406184388,"Affluent","Single",49,NA,598,"1",151012.55,"2","0"
5,"Female","High School","Active loan",6,42,"Nebechi",32,"France","0","0",32275.09,"0",124.632271859076,"Affluent","Single",48,NA,594,"0",0,"2","0"
1,"Female","High School","No loan",9,29,"McKay",46,"Germany","0","1",49405.93,"0",112.593504490742,"Mass Market","Married",80,NA,699,"1",200117.76,"1","0"
7,"Female","Postgraduate","Active loan",3,36,NA,46,"France","1","1",168002.31,"1",103.312889441911,"High Net Worth","Divorced",64,1783,620,"0",104930.38,"1","1"
6,"Male","High School","Active loan",5,19,NA,36,"France","0","0",84749.96,"0",61.7289790487152,"Affluent","Single",50,6217,650,"1",105061.74,"2","0"
3,"Male","High School","Active loan",4,30,NA,35,"Germany","0","0",54530.51,"0",107.68929582648,"Affluent","Single",81,6064,651,"0",121890.06,"1","1"
8,"Male","Postgraduate","Default risk",1,22,"Smith",55,"Germany","2","1",137519.92,"0",89.8641515303597,"High Net Worth","Divorced",77,5105,484,"0",170935.94,"1","1"
5,"Male","University","No loan",0,37,"Potter",56,"France","0","1",76515.79,"0",52.1821704468382,"Mass Market","Married",84,5506,518,"1",0,"2","0"
0,"Female","University","No loan",0,28,"Barbour",35,"Germany","0","1",163587.9,"0",103.639247091619,"Mass Market","Married",63,1023,624,"1",180303.24,"1","0"
8,"Male","High School","Active loan",0,30,"Chidubem",35,"Spain","0","1",91092.84,"0",118.678164596874,"Affluent","Single",59,6648,652,"0",106234.02,"1","0"
2,"Female","High School","Active loan",4,26,"Johnston",46,"Germany","0","1",26578.69,"0",117.020638864418,"Affluent","Single",65,172,487,"0",0,"2","1"
5,"Male","Postgraduate","Active loan",1,32,"Ibekwe",39,"France","1","1",161579.85,"1",104.208898693559,"High Net Worth","Divorced",88,5127,509,"0",0,"2","0"
3,"Male","High School","No loan",9,23,"Trevisani",33,"Germany","0","1",32275.09,"0",95.0348197663148,"Mass Market","Single",54,NA,488,"1",114540.38,"1","0"
10,"Female","University","No loan",10,44,"Padovesi",35,"France","0","1",25161.61,"1",329.801068402192,"Mass Market","Married",47,1948,577,"1",0,"2","0"
2,"Male","High School","No loan",9,34,"Horsley",42,"Spain","0","1",32275.09,"0",145.790735520079,"Mass Market","Married",67,NA,509,"1",0,"2","0"
8,"Male","High School","No loan",0,27,NA,43,"Germany","0","1",26578.69,"1",73.990322990489,"Mass Market","Single",62,2130,674,"1",94667.29,"2","0"
2,"Female","University","No loan",9,25,"Bruce",30,"Spain","0","1",26578.69,"0",89.8171891339872,"Mass Market","Married",41,2100,681,"1",149134.46,"1","0"
2,"Female","University","No loan",0,22,NA,43,"France","0","1",101348.88,"0",52.5367506378654,"Mass Market","Married",41,1,619,"1",0,"1","1"
1,"Male","High School","Active loan",5,26,NA,32,"France","0","1",179657.83,"1",117.514856221754,"Affluent","Single",85,NA,762,"1",191775.65,"1","0"
8,"Female","High School","No loan",0,26,"Wright",37,"Spain","0","0",9855.81,"1",133.277483040537,"Mass Market","Married",53,NA,750,"1",108244.82,"1","0"
3,"Male","University","No loan",10,17,NA,46,"Germany","0","1",13107.24,"0",73.5367636996672,"Mass Market","Married",43,4851,559,"1",157098.52,"1","0"
8,"Male","University","No loan",8,24,"Ojiofor",28,"France","0","1",126561.07,"1",52.0936542701653,"Mass Market","Married",75,1015,556,"1",0,"2","0"
5,"Male","High School","No loan",9,22,"Glover",26,"France","0","1",3298.65,"0",130.936056873267,"Affluent","Single",60,4596,791,"1",90402.77,"1","0"
1,"Male","University","No loan",8,28,"Afamefuna",36,"Spain","0","1",146371.72,"1",65.7145892039869,"Mass Market","Married",60,NA,629,"1",161757.87,"1","0"
1,"Male","University","No loan",9,25,NA,33,"Germany","0","0",82774.07,"0",149.874170766986,"Mass Market","Married",44,NA,456,"1",188285.68,"1","0"
1,"Male","University","No loan",10,25,NA,35,"France","0","1",85439.73,"0",110.842088034421,"Mass Market","Married",79,3194,704,"1",0,"2","0"
5,"Female","University","No loan",10,25,NA,33,"France","0","1",194681.6,"0",135.941784699403,"Mass Market","Married",80,NA,581,"1",102258.11,"2","0"
4,"Female","University","No loan",0,32,NA,32,"France","0","0",23920.65,"1",53.4360833768437,"Mass Market","Married",69,4051,705,"1",83772.95,"1","0"
2,"Female","High School","No loan",0,25,"Olsen",35,"Germany","0","1",138871.12,"0",82.1792362774069,"Affluent","Single",48,NA,597,"1",166909.2,"2","1"
2,"Male","Postgraduate","Active loan",7,26,NA,29,"France","1","1",26578.69,"1",103.75639342135,"High Net Worth","Divorced",64,2555,769,"0",123757.52,"1","0"
2,"Male","University","No loan",0,26,"Hsia",74,"France","0","0",51554.58,"0",108.969762675307,"Mass Market","Married",77,1408,538,"1",102278.79,"2","0"
5,"Male","University","No loan",0,35,"Anenechukwu",32,"Spain","0","1",49405.93,"0",34.2102617299187,"Mass Market","Married",74,NA,615,"1",92171.35,"2","0"
3,"Male","University","No loan",8,37,"Tai",33,"France","0","1",45348.08,"0",66.8325805503419,"Mass Market","Married",62,734,675,"1",0,"2","0"
10,"Male","Postgraduate","Active loan",0,24,NA,48,"Germany","1","0",49405.93,"0",80.6993364073513,"High Net Worth","Divorced",57,2312,511,"0",149726.08,"1","1"
7,"Female","University","No loan",10,26,"Barnett",33,"Germany","0","1",153194.32,"0",89.2289369791242,"Mass Market","Married",64,4139,671,"1",114603.76,"1","1"
8,"Female","High School","Active loan",0,33,"Wade",20,"France","0","1",42410.21,"1",195.269970505899,"Affluent","Single",46,1583,677,"0",130866.19,"1","0"
4,"Male","University","No loan",0,22,"Tien",20,"France","0","1",26578.69,"1",71.8751702251751,"Mass Market","Married",71,2004,633,"1",159693.9,"1","0"
3,"Female","Postgraduate","Active loan",3,32,NA,46,"Germany","1","0",49405.93,"0",53.3822725520776,"High Net Worth","Divorced",53,3359,619,"0",100488.92,"2","0"
7,"Female","University","No loan",10,34,NA,63,"France","0","1",32275.09,"1",39.1383769805069,"Mass Market","Married",53,5458,681,"1",0,"2","0"
6,"Male","University","No loan",8,32,"Kornilova",35,"Germany","0","1",13107.24,"1",83.3386183386186,"Mass Market","Married",78,NA,596,"1",121345.88,"1","1"
8,"Male","High School","Active loan",0,30,"Stoneman",43,"Germany","0","1",148412.24,"1",157.891841591751,"Affluent","Single",57,6657,629,"0",119654.44,"2","1"
4,"Male","High School","Active loan",4,26,"Fleming",27,"France","0","1",80587.27,"0",139.058683209877,"Affluent","Single",52,6490,462,"0",176913.52,"1","0"
3,"Male","Postgraduate","Active loan",0,26,"Brookes",27,"France","1","1",32275.09,"0",98.4708039334912,"High Net Worth","Divorced",65,4510,553,"0",0,"2","0"
2,"Female","High School","Active loan",0,40,"Davis",35,"France","0","1",59237.72,"0",101.995955906046,"Affluent","Single",67,NA,741,"1",126606.63,"1","0"
9,"Male","Postgraduate","Active loan",7,36,NA,50,"France","1","1",32275.09,"1",52.4447778659947,"High Net Worth","Divorced",46,3986,724,"0",94164,"1","0"
8,"Male","University","No loan",9,30,"Marsden",37,"Germany","0","1",163641.53,"1",183.991186363963,"Mass Market","Married",83,4362,562,"1",128650.11,"2","0"
1,"Female","High School","Active loan",6,21,"Okagbue",41,"France","0","1",13107.24,"1",143.950796121816,"Affluent","Single",52,5853,600,"0",0,"2","0"
1,"Male","High School","No loan",4,31,"Davide",43,"France","0","0",82774.07,"0",54.3752497157513,"Affluent","Single",75,5334,633,"1",134590.21,"2","0"
9,"Male","University","No loan",8,34,"Rose",31,"France","0","1",26578.69,"1",109.183978237848,"Mass Market","Married",88,6327,602,"1",0,"2","0"
10,"Female","University","No loan",8,34,"Sargood",37,"Spain","0","1",129563.86,"1",99.1573851301346,"Mass Market","Married",72,5300,510,"1",140363.95,"2","0"
1,"Female","Postgraduate","Active loan",3,37,"Zhdanov",21,"France","1","1",84008.66,"0",84.5107309477848,"High Net Worth","Divorced",61,4381,632,"0",0,"2","0"
5,"Female","High School","No loan",9,30,"Yu",60,"France","0","1",82774.07,"1",143.257055751962,"Mass Market","Married",52,6680,741,"1",0,"1","0"
9,"Male","High School","Active loan",5,35,"Gray",69,"Spain","0","0",8751.59,"1",105.722662022233,"Affluent","Single",52,NA,522,"1",78778.49,"1","0"
2,"Female","Other","Default risk",0,28,NA,35,"Germany","3","1",25325.07,"1",79.9546829357798,"High Net Worth","Widowed",41,1618,650,"0",0,"1","0"
6,"Female","University","No loan",8,28,"Distefano",37,"Spain","0","0",82774.07,"0",84.6914096535566,"Mass Market","Married",57,NA,662,"1",0,"3","1"
7,"Female","High School","Active loan",4,34,"Brown",27,"Germany","0","1",101418.05,"1",111.093280096732,"Affluent","Single",66,3146,637,"0",135842.89,"1","0"
4,"Male","University","No loan",8,34,"Schmidt",26,"France","0","1",26578.69,"0",82.9094731723824,"Mass Market","Married",48,NA,680,"1",111128.04,"1","1"
3,"Male","University","No loan",8,22,NA,73,"France","0","0",107867.38,"1",77.8637380370468,"Mass Market","Married",46,4032,759,"1",0,"1","0"
2,"Male","University","No loan",9,34,NA,35,"France","0","0",32275.09,"1",66.0957988200386,"Mass Market","Married",81,6843,445,"1",136770.67,"1","0"
10,"Male","University","No loan",10,31,"Burgess",52,"France","0","0",146359.81,"0",103.022751254761,"Mass Market","Married",27,911,811,"1",76915.4,"1","1"
2,"Male","University","No loan",8,38,"Philip",22,"Spain","0","1",9684.52,"1",49.057762867355,"Mass Market","Married",62,756,850,"1",0,"2","0"
4,"Male","University","No loan",0,26,"Yashina",28,"France","0","1",77335.75,"1",183.95540028499,"Mass Market","Married",68,4647,676,"1",93249.4,"1","0"
5,"Male","University","No loan",0,33,NA,22,"France","0","1",117202.19,"1",90.6151816553451,"Mass Market","Married",61,361,733,"1",123401.43,"2","0"
8,"Male","University","No loan",8,24,"Mazzi",33,"Germany","0","1",45591.23,"0",71.6530689878612,"Mass Market","Married",60,NA,624,"1",139675.07,"2","0"
4,"Male","High School","No loan",9,29,NA,46,"France","0","1",55558.51,"1",42.9244829386418,"Affluent","Single",57,1125,571,"1",108825.34,"1","1"
1,"Male","University","No loan",10,36,NA,31,"France","0","0",41590.4,"1",132.291349115241,"Mass Market","Married",90,5727,711,"1",0,"1","0"
7,"Female","University","No loan",8,27,"Toscani",33,"France","0","1",124592.84,"1",88.7036511860538,"Mass Market","Married",79,6901,678,"1",0,"2","0"
9,"Female","High School","Active loan",6,26,"Fadden",20,"France","0","1",26578.69,"0",77.7037086929527,"Affluent","Single",69,6109,443,"0",0,"1","1"
9,"Male","High School","No loan",2,32,NA,34,"France","0","0",65089.38,"0",92.7011757206693,"Affluent","Married",70,NA,662,"1",0,"2","0"
1,"Male","University","No loan",0,26,"Harrison",58,"France","0","1",80344.96,"1",77.519367942552,"Mass Market","Married",45,NA,746,"1",0,"3","1"
7,"Female","High School","No loan",9,22,NA,46,"Germany","0","1",26578.69,"0",166.503227597444,"Mass Market","Married",73,2514,622,"1",120847.11,"1","1"
4,"Male","University","No loan",0,28,NA,58,"Spain","0","1",191419.32,"1",175.17490766002,"Mass Market","Married",44,5242,489,"1",0,"2","0"
1,"Male","High School","No loan",0,28,NA,52,"Spain","0","0",92033.98,"0",85.186161284385,"Affluent","Single",63,4297,452,"1",98443.14,"2","0"
3,"Male","Postgraduate","Active loan",0,18,"Graham",29,"France","1","1",55972.56,"0",117.816668002932,"High Net Worth","Divorced",59,4831,528,"0",102787.42,"2","0"
3,"Female","University","No loan",8,35,"Li",35,"Spain","0","0",47114.18,"1",202.568756416302,"Mass Market","Married",48,6866,584,"1",119349.69,"3","1"
4,"Female","High School","No loan",9,32,"Ankudinov",35,"France","0","1",12538.92,"0",110.201585118454,"Mass Market","Married",35,2911,660,"1",158978.79,"1","0"
4,"Female","Other","Default risk",0,35,"Amechi",28,"Spain","4","1",26578.69,"0",47.3371979001332,"High Net Worth","Widowed",72,1211,601,"0",0,"2","0"
5,"Female","Other","Default risk",0,29,NA,31,"Spain","3","1",84238.63,"0",44.234956522968,"High Net Worth","Widowed",63,1817,513,"0",174853.46,"1","0"
5,"Female","High School","Active loan",4,25,"Heap",44,"Spain","0","1",174205.22,"1",61.7289790487152,"Affluent","Single",46,68,738,"0",0,"3","1"
7,"Female","High School","Active loan",5,30,"Osonduagwuike",43,"France","0","0",76209.56,"1",111.404640022718,"Affluent","Single",53,966,758,"1",0,"2","0"
7,"Male","Postgraduate","Active loan",3,34,"Cameron",39,"France","1","0",26578.69,"1",135.243746590035,"High Net Worth","Divorced",56,NA,545,"0",0,"2","1"
3,"Female","University","No loan",10,37,NA,44,"France","0","1",189016.14,"1",155.512819532561,"Mass Market","Married",70,1519,744,"1",0,"2","0"
0,"Male","High School","Active loan",0,33,NA,73,"France","0","0",43615.67,"1",76.6582500678596,"Affluent","Single",58,4348,519,"0",146329.73,"1","0"
2,"Male","High School","No loan",9,25,"Mayne",46,"Spain","0","1",174478.54,"0",83.7029152012867,"Mass Market","Married",79,3901,603,"1",0,"2","0"
3,"Female","University","No loan",8,36,"Cattaneo",39,"France","0","1",82774.07,"1",152.245353966133,"Mass Market","Married",76,6850,705,"1",92224.56,"1","0"
0,"Female","University","No loan",0,30,"McElhone",52,"Spain","0","1",82774.07,"0",148.141229053187,"Mass Market","Married",57,2587,632,"1",0,"1","1"
8,"Female","High School","Active loan",6,32,"Cisneros",32,"France","0","0",133292.94,"0",57.0598554997603,"Affluent","Single",46,1166,446,"0",0,"2","0"
5,"Male","Other","Default risk",0,22,"Hou",46,"France","3","0",49405.93,"1",88.1038116168116,"High Net Worth","Widowed",74,3526,630,"0",138053.67,"1","0"
6,"Male","Postgraduate","Active loan",1,31,"Sun",58,"Spain","1","1",132034.13,"1",94.9657422361095,"High Net Worth","Divorced",44,NA,633,"0",98308.51,"1","0"
4,"Female","University","No loan",0,27,"Volkova",23,"Germany","0","1",18922.18,"0",128.168854816103,"Mass Market","Married",56,2574,663,"1",102395.79,"1","1"
1,"Male","High School","No loan",0,28,NA,47,"Spain","0","0",128882.66,"0",157.213999549476,"Affluent","Single",99,6353,560,"1",0,"1","1"
1,"Female","University","No loan",10,30,"Ebelegbulam",43,"Germany","0","1",138510.01,"0",113.804025694128,"Mass Market","Married",69,1671,737,"1",125537.38,"1","1"
4,"Female","High School","No loan",8,35,"Jordan",28,"France","0","1",13107.24,"1",28.4954593396598,"Mass Market","Married",51,5512,680,"1",123816.5,"1","0"
0,"Female","University","No loan",9,27,NA,37,"Spain","0","0",44203.55,"1",57.4524471937722,"Mass Market","Married",62,NA,605,"1",163607.18,"1","0"
2,"Female","High School","No loan",2,26,NA,63,"Germany","0","1",122109.58,"0",69.609392959931,"Affluent","Single",50,5067,646,"1",131629.17,"2","1"
8,"Female","Other","Default risk",0,33,NA,33,"Spain","5","1",193785.87,"0",84.0253586891739,"High Net Worth","Widowed",43,3683,583,"0",158633.61,"1","0"
0,"Female","Postgraduate","Default risk",0,30,"Eberegbulam",51,"Germany","2","0",88372.69,"0",151.220311973543,"High Net Worth","Divorced",55,5326,744,"0",144553.5,"3","1"
9,"Male","Postgraduate","Active loan",0,31,"John",40,"Spain","1","1",62944.75,"1",80.0819534281649,"High Net Worth","Divorced",59,5393,677,"0",163943.89,"1","0"
8,"Male","Other","Default risk",0,30,NA,20,"Spain","4","0",26578.69,"0",122.716390918104,"High Net Worth","Widowed",50,3751,689,"0",138292.64,"1","0"
9,"Male","Postgraduate","Default risk",0,32,NA,25,"Spain","2","0",32275.09,"0",72.7768536460474,"High Net Worth","Divorced",72,6135,450,"0",94049.92,"1","0"
6,"Male","University","No loan",0,29,NA,37,"France","0","1",126477.41,"1",58.1268905422292,"Mass Market","Married",89,2102,487,"1",0,"2","0"
10,"Female","University","No loan",9,28,"Price",44,"Spain","0","1",164213.53,"0",46.7329931925902,"Mass Market","Married",49,3479,602,"1",0,"1","1"
4,"Male","High School","Active loan",7,21,"Hancock",49,"Germany","0","0",190296.76,"1",171.416320760377,"Affluent","Single",65,824,552,"1",0,"1","1"
5,"Male","University","No loan",10,36,"He",50,"France","0","0",146145.93,"1",123.382264539026,"Mass Market","Married",63,143,516,"1",0,"1","1"
2,"Female","Postgraduate","Active loan",0,29,"Aitken",55,"Spain","1","1",100686.11,"0",85.186161284385,"High Net Worth","Divorced",81,967,627,"0",159441.27,"1","1"
1,"Female","University","No loan",8,27,"Akeroyd",41,"France","0","0",82774.07,"1",65.7491360340266,"Mass Market","Married",64,NA,485,"1",0,"2","0"
6,"Female","Other","Default risk",0,27,"Mitchell",45,"France","3","1",197202.48,"0",143.974785045154,"High Net Worth","Widowed",65,3851,623,"0",0,"2","0"
6,"Male","University","No loan",10,25,"Terry",33,"Germany","0","1",141558.04,"0",92.8656521713955,"Mass Market","Married",29,4894,794,"1",197715.93,"2","0"
2,"Male","University","No loan",9,33,"Chikwado",56,"Germany","0","1",26578.69,"0",121.354283662733,"Mass Market","Married",72,NA,651,"1",0,"1","1"
0,"Male","University","No loan",8,27,"Lord",22,"Germany","0","0",32275.09,"0",87.9009676058446,"Mass Market","Married",85,2637,709,"1",125552.96,"1","0"
1,"Male","University","No loan",8,21,NA,39,"France","0","0",192255.15,"0",158.281339213535,"Mass Market","Married",42,5358,582,"1",132077.48,"2","0"
2,"Male","Postgraduate","Default risk",7,44,"Ts'ai",38,"Germany","2","1",56055.72,"1",203.894138655926,"High Net Worth","Divorced",55,NA,634,"0",139707.28,"1","0"
6,"Male","High School","Active loan",0,32,"James",45,"France","0","1",56999.9,"1",53.0521303242727,"Affluent","Single",71,644,475,"0",0,"1","1"
3,"Female","Postgraduate","Active loan",1,28,"Udinese",27,"France","1","1",67494.23,"1",137.998578090768,"High Net Worth","Divorced",37,1812,843,"0",0,"2","0"
7,"Female","University","No loan",8,31,"Murphy",28,"Germany","0","1",26578.69,"0",54.700360306251,"Mass Market","Married",48,857,557,"1",146445.24,"2","0"
4,"Female","University","No loan",8,33,NA,29,"France","0","1",36221.18,"0",148.510388036477,"Mass Market","Married",61,2206,571,"1",82321.88,"1","0"
8,"Male","University","No loan",10,40,"DeRose",33,"France","0","1",138504.28,"1",100.814631532908,"Mass Market","Married",63,1449,638,"1",161274.05,"1","0"
7,"Female","University","No loan",0,34,"Li",33,"France","0","0",82996.47,"0",77.6282478432269,"Mass Market","Married",52,113,758,"1",0,"2","0"
6,"Female","University","No loan",10,27,NA,53,"Spain","0","0",151317.27,"1",106.481967707468,"Mass Market","Married",55,5172,663,"1",150200.23,"1","1"
7,"Female","University","No loan",8,34,NA,46,"France","0","1",27922.45,"1",136.339729216606,"Mass Market","Married",64,4587,767,"1",115576.44,"1","0"
7,"Male","Other","Default risk",0,33,"Young",36,"France","3","1",82774.07,"1",102.723466503532,"High Net Worth","Widowed",65,NA,679,"0",154872.08,"2","0"
5,"Male","University","No loan",10,31,"Fang",47,"France","0","0",82774.07,"1",76.0372297473878,"Mass Market","Married",56,3559,606,"1",93578.68,"2","1"
8,"Male","University","No loan",9,30,"Hunter",28,"France","0","0",68815.05,"1",84.0253586891739,"Mass Market","Married",63,NA,563,"1",0,"2","0"
7,"Male","High School","Active loan",0,35,NA,35,"France","0","1",13107.24,"1",22.8704095660072,"Affluent","Single",32,1262,642,"0",0,"1","0"
1,"Female","University","No loan",0,32,"Ferguson",56,"Germany","0","1",106918.67,"0",140.190116800866,"Mass Market","Married",79,NA,580,"1",131368.3,"1","1"
7,"Female","High School","Active loan",4,29,"Eluemuno",53,"Germany","0","1",186392.99,"0",144.410348578495,"Affluent","Single",68,3409,664,"0",113674.2,"1","1"
6,"Male","Other","Default risk",0,23,"Onyeorulu",25,"Germany","5","0",167705.07,"0",72.3565550236738,"High Net Worth","Widowed",43,1857,571,"0",82506.72,"1","0"
5,"Male","University","No loan",8,31,NA,31,"France","0","1",76357.43,"1",53.6120283166861,"Mass Market","Married",61,1867,593,"1",0,"2","0"
6,"Male","Postgraduate","Default risk",0,29,"Pickering",54,"Germany","2","1",57553.98,"1",158.331161070568,"High Net Worth","Divorced",69,444,594,"0",115988.86,"3","1"
6,"Male","University","No loan",10,24,"Gibbons",28,"France","0","1",105140.92,"0",42.1311592083469,"Mass Market","Married",58,1500,614,"1",116248.88,"1","0"
9,"Female","Postgraduate","Active loan",3,32,"Stirling",26,"Germany","1","1",184520,"0",97.0624874465259,"High Net Worth","Divorced",75,4341,581,"0",105099.45,"1","1"
6,"Male","University","No loan",0,30,"Cleveland",37,"France","0","1",118570.53,"0",88.3668846357794,"Mass Market","Married",76,6972,724,"1",125489.4,"1","0"
7,"Female","University","No loan",0,28,"Milano",35,"Germany","0","0",189664.43,"0",88.0207814733074,"Mass Market","Married",64,NA,657,"1",144550.83,"2","0"
9,"Male","University","No loan",0,29,"Steele",39,"Germany","0","0",6981.43,"0",65.1532986797362,"Mass Market","Married",56,1317,640,"1",131607.28,"4","1"
5,"Male","Other","Default risk",0,33,NA,42,"France","3","1",194686.78,"0",78.1303442224045,"High Net Worth","Widowed",56,6542,741,"0",106036.52,"1","1"
4,"Female","High School","Active loan",5,31,NA,32,"France","0","1",72909.75,"1",179.348397511869,"Affluent","Single",76,5053,714,"0",0,"2","0"
3,"Male","University","No loan",10,30,"Liu",46,"Spain","0","1",41626.78,"1",66.8325805503419,"Mass Market","Married",59,NA,504,"1",165260.98,"1","0"
1,"Female","High School","No loan",2,23,NA,57,"Spain","0","0",131372.38,"0",120.332343988557,"Affluent","Single",69,NA,499,"1",167026.61,"1","1"
5,"Female","University","No loan",0,19,"Teng",40,"Germany","0","0",158853.98,"1",64.3151344599356,"Mass Market","Married",41,NA,848,"1",97325.15,"1","0"
10,"Male","High School","No loan",0,32,NA,24,"Spain","0","1",156906.15,"1",115.25205980481,"Affluent","Single",50,3290,812,"1",139875.2,"1","0"
1,"Male","High School","No loan",0,34,"Sagese",54,"Spain","0","1",199661.5,"1",132.337320061235,"Affluent","Single",57,466,573,"1",131039.97,"1","0"
6,"Female","University","No loan",10,25,"Hyde",29,"France","0","1",9633.01,"1",103.574451922727,"Mass Market","Married",66,2232,702,"1",101070.69,"1","0"
7,"Male","University","No loan",8,31,"Barry",33,"Germany","5","0",108313.34,"0",214.760701221528,"Mass Market","Married",57,3459,615,"1",96341,"1","0"
9,"Female","University","No loan",8,27,NA,59,"Germany","0","1",187636.06,"0",68.2838783367314,"Mass Market","Married",47,6220,813,"1",126608.37,"1","1"
8,"Male","University","No loan",9,27,"Franklin",28,"France","0","0",86480.29,"1",63.5471170857042,"Mass Market","Married",58,4700,740,"1",172381.8,"1","0"
3,"Female","High School","No loan",9,38,"Endrizzi",33,"France","0","1",126794.56,"1",94.8598102830738,"Affluent","Single",53,NA,841,"1",82228.67,"2","0"
2,"Male","High School","No loan",2,35,"Anayolisa",33,"Spain","0","1",13107.24,"1",136.610333441985,"Affluent","Single",84,6203,725,"1",176702.36,"1","0"
9,"Male","High School","No loan",9,32,"Kibby",28,"France","0","1",13107.24,"0",82.2509582403696,"Mass Market","Married",44,NA,702,"1",121461.87,"1","0"
2,"Male","High School","Active loan",5,30,NA,32,"France","0","1",163216.48,"0",314.997483386524,"Affluent","Single",61,5652,650,"0",84906.45,"1","0"
4,"Male","University","No loan",0,19,NA,46,"Spain","0","0",193009.21,"0",83.339083879381,"Mass Market","Married",38,NA,651,"1",0,"2","0"
1,"Male","Postgraduate","Active loan",0,38,"Pisani",46,"Spain","1","1",13460.27,"1",48.9040774473831,"High Net Worth","Divorced",57,NA,827,"0",183276.32,"1","0"
7,"Male","High School","No loan",2,33,NA,44,"Spain","0","0",49405.93,"1",105.722662022233,"Affluent","Single",58,3645,751,"1",0,"1","0"
5,"Male","University","No loan",10,19,NA,38,"France","0","0",179833.45,"1",61.8539704969168,"Mass Market","Married",60,3606,662,"1",105271.56,"1","0"
7,"Male","University","No loan",10,31,"Brown",33,"France","0","1",103006.27,"0",97.2288428328279,"Mass Market","Married",69,4989,574,"1",100267.03,"1","0"
